e1,e2,value
Koji Kainou,Hotaka Takizawa,1
Koji Kainou,Mayumi Aoyagi,1
Koji Kainou,Nobuo Ezaki,1
Koji Kainou,Shinji Mizuno,1
Hotaka Takizawa,Mayumi Aoyagi,1
Hotaka Takizawa,Nobuo Ezaki,1
Hotaka Takizawa,Shinji Mizuno,1
Mayumi Aoyagi,Nobuo Ezaki,1
Mayumi Aoyagi,Shinji Mizuno,1
Nobuo Ezaki,Shinji Mizuno,1
Christoph Müller,Guido Reina,2
Christoph Müller,Thomas Ertl,3
Guido Reina,Thomas Ertl,3
Christoph Müller,Michael Krone,2
Michael Krone,Thomas Ertl,2
Alexandros Panagiotidis,Guido Reina,1
Alexandros Panagiotidis,Michael Burch,1
Alexandros Panagiotidis,Tilo Pfannkuch,1
Alexandros Panagiotidis,Thomas Ertl,1
Guido Reina,Michael Burch,1
Guido Reina,Tilo Pfannkuch,1
Michael Burch,Tilo Pfannkuch,1
Michael Burch,Thomas Ertl,1
Tilo Pfannkuch,Thomas Ertl,1
Andrew Kennedy,Karsten Klein,1
Andrew Kennedy,An Nguyen,1
Karsten Klein,An Nguyen,1
Tingyu Chen,Sai Keung Wong,1
Chica Matsueda,Takayuki Itoh,1
John B McGhee,Angelica G Thompson-Butel,1
John B McGhee,Steven Faux,1
John B McGhee,Pascal Bou-Haidar,1
John B McGhee,John Bailey,1
Angelica G Thompson-Butel,Steven Faux,1
Angelica G Thompson-Butel,Pascal Bou-Haidar,1
Angelica G Thompson-Butel,John Bailey,1
Steven Faux,Pascal Bou-Haidar,1
Steven Faux,John Bailey,1
Pascal Bou-Haidar,John Bailey,1
Ajune Wanis Ismail,Mark Nathan Billinghurst,1
Ajune Wanis Ismail,Mohd Shahrizal Bin Sunar,1
Mark Nathan Billinghurst,Mohd Shahrizal Bin Sunar,1
Marco Angelini,Giuseppe Santucci,1
Jie Li,Zhaopeng Meng,1
Jie Li,Maolin Huang,1
Jie Li,K. Zhang,2
Zhaopeng Meng,Maolin Huang,1
Zhaopeng Meng,K. Zhang,1
Maolin Huang,K. Zhang,1
Eriko Koike,Takayuki Itoh,1
Aditeya Pandey,Kunal Ranjan,1
Aditeya Pandey,Geetika Sharma,1
Aditeya Pandey,Lipika Dey,1
Kunal Ranjan,Geetika Sharma,1
Kunal Ranjan,Lipika Dey,1
Geetika Sharma,Lipika Dey,1
Yan Huang,Cui-Xia Ma,1
Yan Huang,Hong'an Wang,1
Cui-Xia Ma,Hong'an Wang,1
Yina Li,Dongjin Li,2
Yina Li,K. Zhang,1
Dongjin Li,K. Zhang,1
Christoph Müller,Katrin Scharnowski,1
Michael Krone,Katrin Scharnowski,1
Michael Krone,Guido Reina,1
Katrin Scharnowski,Guido Reina,1
Katrin Scharnowski,Thomas Ertl,1
Robert P. Biuk-Aghai,Muye Yang,2
Yukari Shirota,Yutaka Takahashi,2
Yukari Shirota,Nobuhide Tanaka,2
Yukari Shirota,Michiya Morita,2
Yutaka Takahashi,Nobuhide Tanaka,2
Yutaka Takahashi,Michiya Morita,2
Nobuhide Tanaka,Michiya Morita,2
Makiko Harada,Hidenori Watanave,1
Nozomi Tamaki,Masahito Hirakawa,1
Harrison Cook,Quang Vinh Nguyen,1
Harrison Cook,Simeon J Simoff,1
Antoine Trouvé,Kazuaki J Murakami,1
Sayaka Yagi,Takayuki Itoh,1
Sayaka Yagi,Masahiro Takatsuka,1
Takayuki Itoh,Masahiro Takatsuka,1
Hyoji Ha,Sungyun Bae,1
Hyoji Ha,Hyunwoo Han,1
Hyoji Ha,Kyungwon Lee,1
Sungyun Bae,Hyunwoo Han,1
Sungyun Bae,Kyungwon Lee,1
Hyunwoo Han,Kyungwon Lee,1
Shinya Tachihara,Takehiko Yamaguchi,1
Shinya Tachihara,Naoki Ishiura,1
Shinya Tachihara,Mickaël Dinomais,1
Shinya Tachihara,Paul Richard,1
Shinya Tachihara,Sylvie Nguyen,1
Takehiko Yamaguchi,Naoki Ishiura,1
Takehiko Yamaguchi,Mickaël Dinomais,1
Takehiko Yamaguchi,Paul Richard,1
Takehiko Yamaguchi,Sylvie Nguyen,1
Naoki Ishiura,Mickaël Dinomais,1
Naoki Ishiura,Paul Richard,1
Naoki Ishiura,Sylvie Nguyen,1
Mickaël Dinomais,Paul Richard,1
Mickaël Dinomais,Sylvie Nguyen,1
Paul Richard,Sylvie Nguyen,1
Tetsuji Takada,Katsuhiro Amako,1
Jiann Der Lee,Haoche Lee,1
Jiann Der Lee,Chunghung Hsieh,1
Jiann Der Lee,Chiehtsai Wu,1
Jiann Der Lee,Shintseng Lee,1
Haoche Lee,Chunghung Hsieh,1
Haoche Lee,Chiehtsai Wu,1
Haoche Lee,Shintseng Lee,1
Chunghung Hsieh,Chiehtsai Wu,1
Chunghung Hsieh,Shintseng Lee,1
Chiehtsai Wu,Shintseng Lee,1
Norio Katayama,Hiroshi Mo,1
Norio Katayama,Shin'ichi Satoh,1
Hiroshi Mo,Shin'ichi Satoh,1
Mengjia Zhang,Jie Li,1
Mengjia Zhang,K. Zhang,1
Francesco Paduano,Ronak Etemadpour,1
Francesco Paduano,Angus Graeme Forbes,1
Ronak Etemadpour,Angus Graeme Forbes,1
Yun Wang,Dongyu Liu,1
Yun Wang,Huamin Qu,1
Yun Wang,Qiong Luo,1
Yun Wang,Xiaojuan Ma,1
Dongyu Liu,Huamin Qu,1
Dongyu Liu,Qiong Luo,1
Dongyu Liu,Xiaojuan Ma,1
Huamin Qu,Qiong Luo,1
Huamin Qu,Xiaojuan Ma,1
Qiong Luo,Xiaojuan Ma,1
Yang Shi,Yaoxue Zhang,1
Yang Shi,Fangfang Zhou,1
Yang Shi,Ying Zhao,1
Yang Shi,Guojun Wang,1
Yang Shi,Ronghua Shi,1
Yang Shi,Xing Liang,1
Yaoxue Zhang,Fangfang Zhou,1
Yaoxue Zhang,Ying Zhao,1
Yaoxue Zhang,Guojun Wang,1
Yaoxue Zhang,Ronghua Shi,1
Yaoxue Zhang,Xing Liang,1
Fangfang Zhou,Guojun Wang,1
Fangfang Zhou,Ronghua Shi,1
Fangfang Zhou,Xing Liang,1
Ying Zhao,Guojun Wang,1
Ying Zhao,Ronghua Shi,1
Ying Zhao,Xing Liang,1
Guojun Wang,Ronghua Shi,1
Guojun Wang,Xing Liang,1
Ronghua Shi,Xing Liang,1
Rainer C Splechtna,Alexandra Diehl,1
Rainer C Splechtna,Mai H Elshehaly,1
Rainer C Splechtna,Claudio A Delrieux,1
Rainer C Splechtna,Denis Gracanin,1
Rainer C Splechtna,Krešimir Matković,1
Alexandra Diehl,Mai H Elshehaly,1
Alexandra Diehl,Claudio A Delrieux,1
Alexandra Diehl,Denis Gracanin,1
Alexandra Diehl,Krešimir Matković,1
Mai H Elshehaly,Claudio A Delrieux,1
Mai H Elshehaly,Denis Gracanin,1
Mai H Elshehaly,Krešimir Matković,1
Claudio A Delrieux,Denis Gracanin,1
Claudio A Delrieux,Krešimir Matković,1
Denis Gracanin,Krešimir Matković,1
Kouhei Yasuda,Shigeo Takahashi,1
Kouhei Yasuda,Hsiangyun Wu,1
Simeon J Simoff,Yu Qian,1
Martin Röhlig,H. Schumann,1
Ruth West,Meghan Kajihara,1
Ruth West,Max Parola,1
Ruth West,Kathryn Hays,1
Ruth West,Luke Hillard,1
Ruth West,Anne Carlew,1
Ruth West,Jeremey Deutsch,1
Ruth West,Brandon Lane,1
Ruth West,Michelle Holloway,1
Ruth West,Brendan John,1
Ruth West,Anahita Sanandaji,1
Ruth West,Cindy Marie Grimm,1
Meghan Kajihara,Max Parola,1
Meghan Kajihara,Kathryn Hays,1
Meghan Kajihara,Luke Hillard,1
Meghan Kajihara,Anne Carlew,1
Meghan Kajihara,Jeremey Deutsch,1
Meghan Kajihara,Brandon Lane,1
Meghan Kajihara,Michelle Holloway,1
Meghan Kajihara,Brendan John,1
Meghan Kajihara,Anahita Sanandaji,1
Meghan Kajihara,Cindy Marie Grimm,1
Max Parola,Kathryn Hays,1
Max Parola,Luke Hillard,1
Max Parola,Anne Carlew,1
Max Parola,Jeremey Deutsch,1
Max Parola,Brandon Lane,1
Max Parola,Michelle Holloway,1
Max Parola,Brendan John,1
Max Parola,Anahita Sanandaji,1
Max Parola,Cindy Marie Grimm,1
Kathryn Hays,Luke Hillard,1
Kathryn Hays,Anne Carlew,1
Kathryn Hays,Jeremey Deutsch,1
Kathryn Hays,Brandon Lane,1
Kathryn Hays,Michelle Holloway,1
Kathryn Hays,Brendan John,1
Kathryn Hays,Anahita Sanandaji,1
Kathryn Hays,Cindy Marie Grimm,1
Luke Hillard,Anne Carlew,1
Luke Hillard,Jeremey Deutsch,1
Luke Hillard,Brandon Lane,1
Luke Hillard,Michelle Holloway,1
Luke Hillard,Brendan John,1
Luke Hillard,Anahita Sanandaji,1
Luke Hillard,Cindy Marie Grimm,1
Anne Carlew,Jeremey Deutsch,1
Anne Carlew,Brandon Lane,1
Anne Carlew,Michelle Holloway,1
Anne Carlew,Brendan John,1
Anne Carlew,Anahita Sanandaji,1
Anne Carlew,Cindy Marie Grimm,1
Jeremey Deutsch,Brandon Lane,1
Jeremey Deutsch,Michelle Holloway,1
Jeremey Deutsch,Brendan John,1
Jeremey Deutsch,Anahita Sanandaji,1
Jeremey Deutsch,Cindy Marie Grimm,1
Brandon Lane,Michelle Holloway,1
Brandon Lane,Brendan John,1
Brandon Lane,Anahita Sanandaji,1
Brandon Lane,Cindy Marie Grimm,1
Michelle Holloway,Brendan John,1
Michelle Holloway,Anahita Sanandaji,1
Michelle Holloway,Cindy Marie Grimm,1
Brendan John,Anahita Sanandaji,1
Brendan John,Cindy Marie Grimm,1
Anahita Sanandaji,Cindy Marie Grimm,1
Zheng Huang,Jed Limke,1
Zheng Huang,Jun Kong,1
Jed Limke,Jun Kong,1
Patrick Cheong-Iao Pang,Robert P. Biuk-Aghai,1
Patrick Cheong-Iao Pang,Muye Yang,1
Casey Haber,Lyndonong Yiu,1
Casey Haber,Alark Joshi,1
Casey Haber,Sophie Engle,1
Lyndonong Yiu,Alark Joshi,1
Lyndonong Yiu,Sophie Engle,1
Alark Joshi,Sophie Engle,2
Hui Lei,Cong Xie,1
Hui Lei,Pingping Shang,1
Hui Lei,Fan Zhang,1
Hui Lei,Weri Chen,1
Hui Lei,Qunsheng Peng,1
Cong Xie,Pingping Shang,1
Cong Xie,Fan Zhang,1
Cong Xie,Weri Chen,1
Cong Xie,Qunsheng Peng,1
Pingping Shang,Fan Zhang,1
Pingping Shang,Weri Chen,1
Pingping Shang,Qunsheng Peng,1
Fan Zhang,Weri Chen,1
Fan Zhang,Qunsheng Peng,1
Weri Chen,Qunsheng Peng,1
Tobias Ruppert,Andreas Bannach,1
Tobias Ruppert,Jürgen Bernard,1
Tobias Ruppert,Hendrik Lücke-Tieke,1
Tobias Ruppert,Alex Ulmer,1
Tobias Ruppert,Jörn Kohlhammer,1
Andreas Bannach,Jürgen Bernard,1
Andreas Bannach,Hendrik Lücke-Tieke,1
Andreas Bannach,Alex Ulmer,1
Andreas Bannach,Jörn Kohlhammer,1
Jürgen Bernard,Hendrik Lücke-Tieke,1
Jürgen Bernard,Alex Ulmer,1
Jürgen Bernard,Jörn Kohlhammer,1
Hendrik Lücke-Tieke,Alex Ulmer,1
Hendrik Lücke-Tieke,Jörn Kohlhammer,1
Alex Ulmer,Jörn Kohlhammer,1
Jiangen He,Chaomei Chen,1
Wenqian Ji,Yan Tang,1
Wenqian Ji,Pengju Ma,1
Wenqian Ji,Shijie Tang,1
Wenqian Ji,Zhipeng Fang,1
Wenqian Ji,Xuan Li,1
Wenqian Ji,Tianjian Chen,1
Yan Tang,Pengju Ma,1
Yan Tang,Shijie Tang,1
Yan Tang,Zhipeng Fang,1
Yan Tang,Xuan Li,1
Yan Tang,Tianjian Chen,1
Pengju Ma,Shijie Tang,1
Pengju Ma,Zhipeng Fang,1
Pengju Ma,Xuan Li,1
Pengju Ma,Tianjian Chen,1
Shijie Tang,Zhipeng Fang,1
Shijie Tang,Xuan Li,1
Shijie Tang,Tianjian Chen,1
Zhipeng Fang,Xuan Li,1
Zhipeng Fang,Tianjian Chen,1
Xuan Li,Tianjian Chen,1
Lina Zhang,Kwan-Liu Ma,1
Lina Zhang,Jinhui Yu,1
Kwan-Liu Ma,Jinhui Yu,1
Lu Xiong,K. Zhang,1
Kai Sun,Yuhua Liu,1
Kai Sun,Zongchao Guo,1
Kai Sun,Changbo Wang,1
Yuhua Liu,Zongchao Guo,1
Zongchao Guo,Changbo Wang,1
Iliesa S Delai,Meilan Jin,1
Iliesa S Delai,Geoffrey M Draper,1
Meilan Jin,Geoffrey M Draper,1
Seimei Matsusaki,Xi Han,1
Seimei Matsusaki,Alark Joshi,1
Seimei Matsusaki,Sophie Engle,1
Xi Han,Alark Joshi,1
Xi Han,Sophie Engle,1
Yinan Li,Jian Wang,1
Daniel Wilches,Amy Banić,1
Sarah Hong,Yuyi Liu,1
Sarah Hong,Zhao Xiao,1
Yuyi Liu,Zhao Xiao,1
Jie Wu,Guangxi Chen,1
Wang Qian,Xiao Bing,1
Vetria Laverne Byrd,Joseph A Cottam,1
